City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
378,Alice Springs,AU,2021-02-07 17:03:24,-23.7,133.8833,78.01,35,33,1.14
379,Copperas Cove,US,2021-02-07 17:07:32,31.1241,-97.9031,54.0,62,1,10.36
380,Arak,IR,2021-02-07 17:07:33,34.0917,49.6892,43.14,70,100,4.16
381,Omsukchan,RU,2021-02-07 17:07:34,62.5333,155.8,2.17,86,100,13.4
382,Dongsheng,CN,2021-02-07 17:07:35,39.8161,109.9776,20.52,75,0,1.14
383,Jamame,SO,2021-02-07 17:07:36,0.0722,42.7506,76.69,80,0,13.49
384,Oranjemund,NA,2021-02-07 17:07:38,-28.55,16.4333,66.27,76,7,25.19
385,Pokhara,NP,2021-02-07 17:07:39,28.2333,83.9833,52.65,44,0,3.24
386,Smoky Lake,CA,2021-02-07 17:07:40,54.1169,-112.4686,-31.0,68,0,1.14
387,Ilinskiy,RU,2021-02-07 17:07:41,55.619,38.1182,12.2,79,75,8.95
388,Francisco Sa,BR,2021-02-07 17:07:42,-16.4758,-43.4883,75.2,78,75,8.05
389,Liberal,US,2021-02-07 17:04:58,37.0431,-100.921,21.2,100,90,13.8
390,Batemans Bay,AU,2021-02-07 17:07:45,-35.7167,150.1833,62.01,77,93,3.0
391,Mehriz,IR,2021-02-07 17:07:46,31.5917,54.4318,48.2,81,90,6.91
392,Darhan,MN,2021-02-07 17:04:31,49.4867,105.9228,3.69,88,4,6.13
393,Klaksvik,FO,2021-02-07 17:07:48,62.2266,-6.589,35.6,75,75,13.8
394,Andenes,NO,2021-02-07 17:07:50,69.3143,16.1194,32.0,69,75,24.16
395,San Andres,CO,2021-02-07 17:07:51,12.5847,-81.7006,86.0,62,20,11.5
396,Duobao,CN,2021-02-07 17:07:52,30.67,112.6895,48.0,96,100,9.28
397,Nortelandia,BR,2021-02-07 17:07:53,-14.4547,-56.8028,90.63,40,42,3.71
398,Madison,US,2021-02-07 17:04:22,34.7334,-86.5667,35.6,100,90,8.05
399,Puerto Baquerizo Moreno,EC,2021-02-07 17:07:55,-0.9,-89.6,84.2,79,40,17.27
400,Shirokiy,RU,2021-02-07 17:07:56,49.758,129.523,-17.95,88,0,8.3
401,Am Timan,TD,2021-02-07 17:07:57,11.0297,20.2827,79.66,15,9,4.99
402,Inhambane,MZ,2021-02-07 17:07:58,-23.865,35.3833,84.2,70,20,6.91
403,Sao Mateus,BR,2021-02-07 17:07:59,-18.7161,-39.8589,80.78,77,96,6.26
404,Novospasskoye,RU,2021-02-07 17:08:02,53.1468,47.7514,-3.12,88,98,13.31
405,Suntar,RU,2021-02-07 17:08:03,62.1444,117.6319,0.09,92,100,9.71
406,Pringsewu,ID,2021-02-07 17:08:04,-5.3582,104.9744,73.98,93,100,3.65
407,Tosya,TR,2021-02-07 17:08:05,41.0155,34.0401,49.05,51,99,3.76
408,Konosha,RU,2021-02-07 17:08:06,60.9736,40.257,-15.14,89,90,6.98
409,General Roca,AR,2021-02-07 17:08:07,-39.0333,-67.5833,64.4,59,90,5.75
410,Cockburn Town,TC,2021-02-07 17:05:40,21.4612,-71.1419,77.92,81,3,18.45
411,Anloga,GH,2021-02-07 17:08:09,5.7947,0.8973,89.6,66,20,17.27
412,Pervomayskiy,RU,2021-02-07 17:08:10,53.2485,40.2871,-4.04,91,31,10.11
413,Trairi,BR,2021-02-07 17:08:12,-3.2778,-39.2689,89.02,54,32,13.71
414,Itaituba,BR,2021-02-07 17:06:19,-4.2761,-55.9836,91.4,58,40,4.61
415,Pochutla,MX,2021-02-07 17:08:15,15.7432,-96.4661,81.0,78,90,9.22
416,Butte,US,2021-02-07 17:08:16,39.6499,-121.5677,53.01,71,1,2.51
417,Novyy Urengoy,RU,2021-02-07 17:08:17,66.0833,76.6333,-3.15,92,100,19.26
418,Vanimo,PG,2021-02-07 17:08:18,-2.6741,141.3028,77.49,86,100,2.33
419,Nishihara,JP,2021-02-07 17:08:19,26.1842,127.7558,62.6,63,1,3.44
420,Bonthe,SL,2021-02-07 17:08:21,7.5264,-12.505,83.88,70,36,13.44
421,Esna,EG,2021-02-07 17:08:23,25.2934,32.554,75.2,41,0,3.44
422,Puerto Plata,DO,2021-02-07 17:08:24,19.7934,-70.6884,87.8,62,20,11.5
423,Akcaabat,TR,2021-02-07 17:08:25,41.0212,39.5715,51.8,93,75,3.44
424,Bela,IN,2021-02-07 17:08:26,25.9333,81.9833,56.03,49,0,4.61
425,Barcelos,PT,2021-02-07 17:08:27,41.5388,-8.6151,50.0,100,90,18.41
426,Vila Do Maio,CV,2021-02-07 17:08:28,15.1333,-23.2167,71.6,60,75,23.02
427,Iquique,CL,2021-02-07 17:08:29,-20.2208,-70.1431,78.8,47,0,16.11
428,Ryotsu,JP,2021-02-07 17:08:30,38.0833,138.4333,33.87,85,79,17.65
429,Zyryanka,RU,2021-02-07 17:08:33,65.75,150.85,-19.12,84,98,17.65
430,Dwarka,IN,2021-02-07 17:08:34,22.2394,68.9678,69.4,59,0,9.66
431,Yar-Sale,RU,2021-02-07 17:08:35,66.8333,70.8333,-11.52,89,100,24.85
432,Ostersund,SE,2021-02-07 17:08:37,63.1792,14.6357,15.8,92,0,10.36
433,Vestmannaeyjar,IS,2021-02-07 17:08:38,63.4427,-20.2734,35.6,80,40,25.32
434,La Asuncion,VE,2021-02-07 17:08:39,11.0333,-63.8628,79.84,71,48,17.98
435,Atar,MR,2021-02-07 17:08:40,20.5169,-13.0499,75.6,19,0,16.58
436,Urucara,BR,2021-02-07 17:08:41,-2.5364,-57.76,83.57,83,97,4.05
437,Finnsnes,NO,2021-02-07 17:08:42,69.2296,17.9811,24.8,86,75,5.75
438,Kawanoe,JP,2021-02-07 17:08:44,34.0167,133.5667,48.99,76,2,8.52
439,Norman Wells,CA,2021-02-07 17:08:45,65.282,-126.8329,-25.6,75,75,6.91
440,Kutum,SD,2021-02-07 17:08:46,14.2,24.6667,63.81,25,11,10.18
441,Vallenar,CL,2021-02-07 17:05:28,-28.5708,-70.7581,85.66,20,0,9.33
442,Paamiut,GL,2021-02-07 17:08:48,61.994,-49.6678,31.08,85,59,6.87
443,Santa Marta,CO,2021-02-07 17:08:50,11.2408,-74.199,98.01,44,99,15.1
444,Tilichiki,RU,2021-02-07 17:08:52,60.4667,166.1,9.09,96,100,14.76
445,Monkey Bay,MW,2021-02-07 17:08:53,-14.0728,34.9201,81.73,67,77,3.69
446,Ucluelet,CA,2021-02-07 17:08:01,48.9329,-125.5528,30.2,100,20,15.43
447,Butia,BR,2021-02-07 17:08:56,-30.1197,-51.9622,89.38,39,0,0.94
448,Guarapari,BR,2021-02-07 17:08:57,-20.6667,-40.4975,71.6,94,90,5.75
449,Sattahip,TH,2021-02-07 17:08:58,12.6664,100.9007,77.0,94,0,3.44
450,Carauari,BR,2021-02-07 17:05:08,-4.8828,-66.8958,87.48,68,65,3.38
451,Sokone,SN,2021-02-07 17:09:01,13.8833,-16.3667,93.2,22,0,6.91
452,Rocha,UY,2021-02-07 17:09:02,-34.4833,-54.3333,82.71,49,7,4.99
453,Minsk,BY,2021-02-07 17:09:03,53.9,27.5667,0.0,92,0,4.47
454,Inongo,CD,2021-02-07 17:09:04,-1.95,18.2667,80.15,70,99,2.19
455,Great Bend,US,2021-02-07 17:09:05,38.3645,-98.7648,12.2,92,90,10.36
456,Richards Bay,ZA,2021-02-07 17:09:07,-28.783,32.0377,75.92,86,48,2.17
457,Fuchu,JP,2021-02-07 17:08:17,35.6667,139.4833,42.01,65,1,8.05
458,Aitape,PG,2021-02-07 17:09:09,-3.1374,142.3475,77.36,84,99,4.36
459,Sur,OM,2021-02-07 17:09:10,22.5667,59.5289,66.02,72,0,5.19
460,Calamar,CO,2021-02-07 17:09:11,10.2511,-74.9146,87.8,62,20,10.36
461,Havelock,US,2021-02-07 17:09:12,34.8791,-76.9013,45.0,100,90,16.11
462,Kumluca,TR,2021-02-07 17:09:13,36.3703,30.2869,59.5,73,77,1.36
463,Puerto Narino,CO,2021-02-07 17:09:14,-3.7703,-70.3831,89.6,70,40,5.75
464,Lincoln,US,2021-02-07 17:09:15,40.8,-96.667,3.99,72,90,11.5
465,Sakakah,SA,2021-02-07 17:09:07,29.9697,40.2064,60.8,36,0,3.42
466,Rasinari,RO,2021-02-07 17:09:18,45.7,24.0667,55.4,44,0,4.61
467,Muromtsevo,RU,2021-02-07 17:09:19,56.3724,75.2418,7.93,92,100,16.35
468,Nioki,CD,2021-02-07 17:09:20,-2.7167,17.6833,81.45,66,30,4.21
469,Tombouctou,ML,2021-02-07 17:09:21,20.0,-3.0,75.4,18,83,14.23
470,Coquimbo,CL,2021-02-07 17:09:22,-29.9533,-71.3436,68.0,60,20,11.5
471,Nacogdoches,US,2021-02-07 17:09:24,31.6002,-94.6335,51.01,66,20,4.61
472,Terrace Bay,CA,2021-02-07 17:09:25,48.7834,-87.1,-9.4,64,40,3.44
473,Tadine,NC,2021-02-07 17:09:26,-21.55,167.8833,76.24,84,0,4.09
474,Punta Alta,AR,2021-02-07 17:09:27,-38.8759,-62.0736,65.43,68,95,19.98
475,Sao Sebastiao,BR,2021-02-07 17:09:28,-23.76,-45.4097,76.01,70,80,4.7
476,Kodinsk,RU,2021-02-07 17:09:30,58.6881,99.1844,23.74,97,99,5.26
477,Wilmington,US,2021-02-07 17:08:11,34.2257,-77.9447,44.6,87,90,18.41
478,Husavik,IS,2021-02-07 17:09:32,66.0449,-17.3389,33.8,69,75,4.61
479,Poum,NC,2021-02-07 17:09:33,-20.2333,164.0167,79.43,70,96,1.34
480,Kentau,KZ,2021-02-07 17:09:34,43.5206,68.5094,41.77,85,100,3.78
481,Kenai,US,2021-02-07 17:09:37,60.5544,-151.2583,6.8,85,1,4.61
482,Chino Valley,US,2021-02-07 17:09:38,34.7575,-112.4538,51.01,48,1,2.64
483,West Wendover,US,2021-02-07 17:05:49,40.7391,-114.0733,48.2,18,1,13.8
484,Salalah,OM,2021-02-07 17:09:40,17.0151,54.0924,75.2,69,40,2.3
485,Lydenburg,ZA,2021-02-07 17:09:41,-25.0978,30.4597,63.95,87,100,0.58
486,Novobirilyussy,RU,2021-02-07 17:09:42,56.9514,90.6661,29.86,97,95,11.88
487,Krasnoselkup,RU,2021-02-07 17:09:43,65.7,82.4667,6.22,94,100,17.81
488,Gornopravdinsk,RU,2021-02-07 17:09:44,60.05,69.9,0.93,90,100,13.85
489,Chunoyar,RU,2021-02-07 17:09:45,57.4467,97.3217,20.32,95,89,5.08
490,Tierralta,CO,2021-02-07 17:07:17,8.1736,-76.0592,88.16,61,79,5.06
491,Conde,BR,2021-02-07 17:09:48,-7.2597,-34.9075,87.8,62,75,11.5
492,Kirakira,SB,2021-02-07 17:09:49,-10.4544,161.9205,78.89,81,56,7.0
493,Kudahuvadhoo,MV,2021-02-07 17:09:50,2.6708,72.8944,81.84,73,45,15.75
494,Pemangkat,ID,2021-02-07 17:09:51,1.1667,108.9667,75.81,88,100,8.25
495,Marstal,DK,2021-02-07 17:09:52,54.8562,10.5173,30.2,86,90,27.63
496,Nhulunbuy,AU,2021-02-07 17:09:53,-12.2333,136.7667,80.6,83,90,10.36
497,Faya,SA,2021-02-07 17:09:56,18.3851,42.4509,59.0,62,0,2.26
498,Sovetskiy,RU,2021-02-07 17:09:57,61.3614,63.5842,-14.57,89,100,9.73
499,San Rafael Del Sur,NI,2021-02-07 17:09:58,11.8485,-86.4384,87.8,55,20,16.11
500,Leh,IN,2021-02-07 17:09:59,34.1667,77.5833,13.78,57,0,1.21
501,Port Hedland,AU,2021-02-07 17:10:00,-20.3167,118.5667,78.8,73,0,10.36
502,Yumen,CN,2021-02-07 17:10:02,40.2833,97.2,30.07,71,66,6.93
503,Guhagar,IN,2021-02-07 17:10:03,17.4842,73.1929,76.53,39,17,8.59
504,Povorino,RU,2021-02-07 17:10:04,51.1945,42.2457,-2.4,91,40,10.0
505,Zhigansk,RU,2021-02-07 17:10:05,66.7697,123.3711,-29.7,81,91,12.37
506,Avera,US,2021-02-07 17:07:31,33.194,-82.5271,46.0,93,90,5.75
507,Kachiry,KZ,2021-02-07 17:10:07,53.0675,76.1036,13.05,93,57,15.68
508,Diamantino,BR,2021-02-07 17:08:43,-14.4086,-56.4461,87.49,47,40,4.72
509,Glenwood Springs,US,2021-02-07 17:10:09,39.5505,-107.3248,39.0,67,1,19.57
510,Divnomorskoye,RU,2021-02-07 17:10:11,44.5011,38.1353,36.91,81,87,9.95
511,Kieta,PG,2021-02-07 17:10:13,-6.2167,155.6333,79.52,79,99,4.0
512,Imeni Zhelyabova,RU,2021-02-07 17:10:14,58.9544,36.5956,-6.18,89,29,5.86
513,Sabang,ID,2021-02-07 17:10:16,5.8933,95.3214,81.59,80,37,12.93
514,Dingle,PH,2021-02-07 17:10:17,10.9995,122.6711,75.52,91,100,9.01
515,San Jeronimo,PE,2021-02-07 17:10:18,-11.9472,-75.2829,62.67,50,98,1.92
516,Invermere,CA,2021-02-07 17:10:20,50.5167,-116.0354,3.6,83,100,0.04
517,Ribeira Brava,PT,2021-02-07 17:10:22,32.65,-17.0667,61.0,87,77,4.0
518,Carmo Do Rio Verde,BR,2021-02-07 17:10:23,-15.3536,-49.7075,74.43,90,98,10.83
519,Najran,SA,2021-02-07 17:10:24,17.4924,44.1277,69.8,35,25,6.91
520,Kashary,RU,2021-02-07 17:10:25,49.04,41.0056,16.38,75,19,10.38
521,Yagodnoye,RU,2021-02-07 17:10:26,62.55,149.6667,0.19,89,100,8.08
522,Qaqortoq,GL,2021-02-07 17:10:27,60.7167,-46.0333,39.2,28,75,43.73
523,Royal Tunbridge Wells,GB,2021-02-07 17:10:28,51.1325,0.2633,30.99,95,100,7.0
524,Mariental,NA,2021-02-07 17:10:30,-24.6333,17.9667,93.78,10,0,12.66
525,Bria,CF,2021-02-07 17:10:31,6.5423,21.9863,80.87,16,57,2.98
526,Gladstone,AU,2021-02-07 17:10:33,-23.85,151.25,78.8,89,75,6.91
527,Capim Grosso,BR,2021-02-07 17:10:34,-11.3811,-40.0128,98.92,26,71,3.13
528,Balogo,PH,2021-02-07 17:10:35,10.8868,124.7105,78.19,85,100,6.76
529,Saint-Augustin,CA,2021-02-07 17:10:36,51.226,-58.6502,29.71,92,85,23.49
530,Pangkalanbuun,ID,2021-02-07 17:10:37,-2.6833,111.6167,74.8,96,93,2.98
531,Sortavala,RU,2021-02-07 17:10:38,61.7053,30.6918,15.03,96,91,9.98
532,Tual,ID,2021-02-07 17:10:39,-5.6667,132.75,83.7,78,100,18.28
533,Mayumba,GA,2021-02-07 17:10:41,-3.432,10.6554,79.99,85,85,7.9
534,Lazaro Cardenas,MX,2021-02-07 17:10:42,17.9583,-102.2,84.24,50,10,1.39
535,Key Largo,US,2021-02-07 17:10:43,25.0865,-80.4473,84.0,78,0,10.0
536,Manbij,SY,2021-02-07 17:10:44,36.5281,37.9549,51.8,82,0,14.58
537,Sulangan,PH,2021-02-07 17:10:45,11.1373,123.7228,80.6,82,100,16.84
538,Huarmey,PE,2021-02-07 17:10:47,-10.0681,-78.1522,76.71,61,78,9.73
539,Padang,ID,2021-02-07 17:10:48,-0.9492,100.3543,82.4,74,20,4.61
540,Fujin,CN,2021-02-07 17:09:27,47.26,132.0322,-13.58,87,0,10.76
541,Kasempa,ZM,2021-02-07 17:10:50,-13.4584,25.8338,69.19,92,98,2.39
542,Kushmurun,KZ,2021-02-07 17:10:52,52.4503,64.6311,7.9,92,56,14.65
543,Kyaikkami,MM,2021-02-07 17:10:53,16.08,97.5675,78.28,69,0,4.07
544,Ayagoz,KZ,2021-02-07 17:10:54,47.9714,80.4392,28.74,98,99,15.75
545,Los Llanos De Aridane,ES,2021-02-07 17:10:55,28.6585,-17.9182,66.2,63,75,8.05
546,Junagarh,IN,2021-02-07 17:10:56,19.8667,82.9333,62.06,40,0,1.28
547,Bani,DO,2021-02-07 17:10:57,18.2833,-70.3333,86.0,66,40,11.5
548,Jishou,CN,2021-02-07 17:10:58,28.3167,109.7167,49.91,81,100,6.11
549,Grand Haven,US,2021-02-07 17:10:59,43.0631,-86.2284,12.0,61,90,14.97
550,Corinto,GR,2021-02-07 17:11:00,37.9407,22.9573,61.0,59,94,1.99
551,Slave Lake,CA,2021-02-07 17:11:02,55.2834,-114.769,-40.0,67,90,4.61
552,Pangoa,PE,2021-02-07 17:11:03,-12.1167,-73.0,79.14,80,100,1.59
553,Sturgeon Bay,US,2021-02-07 17:11:04,44.8342,-87.377,-2.2,64,1,17.27
554,Kangasala,FI,2021-02-07 17:11:05,61.4638,24.076,23.0,86,75,4.61
555,Serta,PT,2021-02-07 17:11:06,39.8085,-8.0988,54.0,83,99,1.99
556,Nakuru,KE,2021-02-07 17:11:07,-0.2833,36.0667,64.99,71,98,6.58
557,Kasongo-Lunda,CD,2021-02-07 17:11:08,-6.4667,16.8167,79.95,72,51,3.13
558,Nema,RU,2021-02-07 17:11:09,57.5067,50.5011,-10.93,89,100,12.24
559,Axim,GH,2021-02-07 17:11:10,4.8699,-2.2405,82.78,77,100,8.25
560,Itarema,BR,2021-02-07 17:11:12,-2.9248,-39.9167,88.95,56,3,15.03
561,Klyuchi,RU,2021-02-07 17:11:13,52.2667,79.1667,17.92,93,75,13.27
562,Bandiagara,ML,2021-02-07 17:11:14,14.3501,-3.6104,90.37,13,59,15.12
563,North Platte,US,2021-02-07 17:06:49,41.1239,-100.7654,3.2,78,90,18.41
564,Kloulklubed,PW,2021-02-07 17:11:16,7.0419,134.2556,75.2,100,90,6.91
565,Requena,ES,2021-02-07 17:11:17,39.4883,-1.1004,60.01,49,53,20.67
566,Bonavista,CA,2021-02-07 17:11:19,48.6499,-53.1147,33.01,59,66,19.57
